,144,21720.71133,144,1710.664,144,19125.322,144,1143.499,144,28464.873,144,982.304,450,5371.704,450,5642.807667,450,5837.826333,450,2344.8815,450,2310.434667,450,2394.207667,450,2437.653,450,2336.7565,450,650.6683333,450,717.1425,450,778.3136667,450,778.537,450,430.8623333,450,719.4743333,450,757.7173333,450,792.3626667,450,543.7283333,,,450,9733.7565,450,9680.912,1080,13607.80333,1080,4479.371333,1080,6052.709,1080,3078.103333,1080,9745.330333,1080,2384.969667,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,,450,
,152,21542.84433,152,1759.836667,152,19029.156,152,1152.962,152,28521.314,152,977.86,475,5204.2785,475,5450.341,475,5629.744,475,2335.63,475,2264.002333,475,2359.412,475,2346.920667,475,2326.2425,475,659.6326667,475,720.495,475,798.1576667,475,792.4596667,475,435.4166667,475,717.9286667,475,758.2676667,475,802.2833333,475,546.1026667,,,475,9864.355,,,1140,13659.48467,1140,4504.035333,1140,6087.851,1140,3101.273667,1140,9714.01,1140,2408.728667,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,,475,
,160,21304.76567,160,1810.977667,160,18965.746,160,1149.323,160,28465.049,160,1014.466,500,5023.467,500,5268.071,500,5451.655667,500,2322.261,500,2240.636,500,2295.706,500,2349.181667,500,2322.5635,500,674.8533333,500,730.5785,500,805.0196667,500,799.834,500,447.942,500,728.73,500,779.109,500,817.2933333,500,551.3236667,,,500,10007.748,,,1200,13594.297,1200,4550.771667,1200,6010.021333,1200,3122.309333,1200,9671.667667,1200,2426.977,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,
,168,21097.5,168,1850.933333,168,18707.766,168,1147.89,168,28397.297,168,1001.272,525,4876.883,525,5095.100667,525,5252.954333,525,2336.7235,525,2184.008333,525,2276.995333,525,2299.155667,525,2332.197,525,692.7283333,525,739.685,525,818.028,525,798.505,525,460.1356667,525,729.2696667,525,781.2886667,525,817.9816667,525,555.7513333,,,,,,,1260,13546.78033,1260,4617.507333,1260,6016.644667,1260,3165.182333,1260,9679.203,1260,2456.109,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,,525,
,176,20872.26233,176,1930.926667,176,18632.662,176,1150.619,176,28556.061,176,1001.445,550,4689.9415,550,4894.044333,550,5082.349667,550,2334.7465,550,2142.556667,550,2235.279333,550,2255.357333,550,2322.684,550,694.861,550,748.572,550,818.011,550,813.6646667,550,459.7,550,731.2123333,550,807.4436667,550,821.5013333,550,559.46,,,,,,,1320,13533.02,1320,4681.075667,1320,6020.351333,1320,3214.524667,1320,9672.664667,1320,2473.282667,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,,550,
,184,20786.34933,184,1954.894667,184,18434.445,184,1157.464,184,28446.402,184,1006.351,575,4538.3985,575,4711.377333,575,4913.762333,575,2334.7025,575,2119.278333,575,2183.925333,575,2234.65,575,2306.059,575,713.2036667,575,754.8025,575,831.6046667,575,829.4113333,575,469.643,575,746.724,575,797.6343333,575,833.5883333,575,549.47,,,,,,,1380,13525.23733,1380,4724.886667,1380,5996.769333,1380,3222.683333,1380,9693.451333,1380,2496.387,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,,575,
,192,20559.24767,192,2000.401667,192,18236.662,192,1187.115,192,28475.408,192,1028.222,600,4372.629,600,4534.403667,600,4735.621,600,2325.6375,600,2075.723667,600,2158.178,600,2208.738333,600,2312.53,600,720.9386667,600,755.8175,600,843.0003333,600,842.9183333,600,474.933,600,750.311,600,808.0703333,600,843.039,600,574.418,,,,,,,1440,13541.25367,1440,4773.112333,1440,6017.015333,1440,3280.788333,1440,9654.284,1440,2537.847667,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,,600,
,200,20416.681,200,2032.209333,200,18147.275,200,1190.872,200,28433.395,200,1042.287,625,4212.402,625,4387.447,625,4582.283333,625,2312.3285,625,2049.819333,625,2106.669333,625,2164.893333,625,2270.221,625,732.09,625,765.9435,625,844.103,625,855.6953333,625,480.9916667,625,761.54,625,819.8493333,625,853.266,625,565.78,,,,,,,1500,13480.12533,1500,4799.58,1500,5993.172667,1500,3302.825667,1500,9646.942667,1500,2552.240333,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,,625,
,208,20311.10233,208,2097.788667,208,18148.064,208,1213.013,208,28438.482,208,1064.32,650,4098.0225,650,4233.649,650,4439.286667,650,2313.514,650,1995.428667,650,2091.655,650,2100.060667,650,2301.4835,650,744.7796667,650,778.2645,650,858.9393333,650,855.8056667,650,491.917,650,755.112,650,831.945,650,850.571,650,588.002,,,,,,,1560,13457.12033,1560,4828.082333,1560,5988.507333,1560,3329.052333,1560,9691.114333,1560,2580.338667,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,,650,
,216,20109.582,216,2141.797667,216,17983.221,216,1225.493,216,28374.52,216,1065.458,675,3957.463,675,4073.757667,675,4258.078667,675,2323.9545,675,1974.309667,675,2042.663667,675,2079.317333,675,2287.117,675,757.486,675,775.839,675,864.1236667,675,861.8496667,675,488.092,675,762.8706667,675,827.914,675,869.0386667,675,592.002,,,,,,,1620,13501.64333,1620,4906.762333,1620,6007.189333,1620,3358.556333,1620,9628.390667,1620,2602.007,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,,675,
,224,19925.151,224,2185.612667,224,17781.75,224,1215.892,224,28362.016,224,1060.418,700,3818.2165,700,3940.025,700,4123.17,700,2319.4515,700,1924.908667,700,2027.363333,700,2011.827,700,2295.74,700,764.4093333,700,783.4425,700,867.879,700,872.5276667,700,502.9706667,700,768.5806667,700,842.58,700,867.664,700,596.3113333,,,,,,,1680,13401.34967,1680,4959.804333,1680,5984.965,1680,3402.269,1680,9645.096333,1680,2632.854333,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,,700,
,232,19787.68867,232,2219.222667,232,17593.525,232,1216.251,232,28419.789,232,1071.521,725,3681.761,725,3796.868333,725,3979.931333,725,2301.9675,725,1903.083667,725,1960.828333,725,2017.581,725,2300.4,725,779.0443333,725,787.1075,725,876.7213333,725,878.4753333,725,513.132,725,776.6303333,725,843.3883333,725,884.1996667,725,605.746,,,,,,,1740,13390.98933,1740,5002.892333,1740,5974.706333,1740,3425.309,1740,9661.527667,1740,2663.801,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,,725,
,240,19560.77633,240,2250.317667,240,17524.256,240,1206.74,240,28312.334,240,1082.028,750,3555.551,750,3674.872667,750,3846.676667,750,2305.3015,750,1865.839,750,1937.473333,750,1993.476667,750,2303.5415,750,789.8473333,750,787.773,750,890.963,750,870.469,750,517.7056667,750,774.1873333,750,858.1706667,750,882.7973333,750,606.6603333,,,,,,,1800,13364.56167,1800,5052.837667,1800,5925.312667,1800,3478.863,1800,9608.771333,1800,2657.874667,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,,750,
,248,19468.76633,248,2307.084667,248,17422.777,248,1225.181,248,28458.533,248,1082.639,775,3433.506,775,3543.525667,775,3716.083333,775,2308.553,775,1825.869667,775,1890.580333,775,1946.433667,775,2288.4295,775,801.8513333,775,797.241,775,891.2176667,775,894.3123333,775,520.6393333,775,775.2223333,775,854.844,775,896.194,775,618.0593333,,,,,,,1860,13360.11467,1860,5081.953667,1860,5976.692333,1860,3488.316667,1860,9637.360333,1860,2679.186333,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,,775,
,256,19281.32633,256,2351.586333,256,17279.344,256,1237.544,256,28342.486,256,1094.271,800,3305.069,800,3393.033,800,3580.985667,800,2303.16,800,1796.82,800,1862.163333,800,1911.606,800,2303.9485,800,812.3363333,800,794.7295,800,892.2923333,800,899.7926667,800,529.854,800,793.568,800,850.3336667,800,904.5856667,800,611.8843333,,,,,,,1920,13338.17667,1920,5158.809333,1920,5939.430667,1920,3542.637667,1920,9611.948333,1920,2713.059333,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,,800,
,264,19031.85367,264,2427.158333,264,17272.689,264,1239.146,264,28405.557,264,1091.685,825,3205.0825,825,3292.153333,825,3459.464333,825,2310.3645,825,1776.936,825,1843.673333,825,1871.816,825,2286.088,825,819.5666667,825,806.9495,825,895.543,825,905.4126667,825,534.9756667,825,791.157,825,877.1756667,825,907.513,825,623.1516667,,,,,,,1980,13267.51067,1980,5182.220333,1980,5925.805333,1980,3564.643,1980,9589.512,1980,2745.74,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,,825,
,272,18985.56433,272,2460.418333,272,17046.057,272,1241.507,272,28360.664,272,1117.546,850,3088.552,850,3184.547667,850,3344.141333,850,2313.2415,850,1758.393,850,1819.594333,850,1848.38,850,2271.508,850,831.999,850,811.7625,850,909.1376667,850,910.7826667,850,544.7336667,850,801.7726667,850,873.914,850,909.3996667,850,629.359,,,,,,,2040,13208.74433,2040,5237.459667,2040,5890.762333,2040,3616.156333,2040,9567.613333,2040,2761.036333,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,,850,
,280,18829.194,280,2503.208667,280,16921.182,280,1250.435,280,28359.855,280,1131.56,875,2970.2025,875,3074.618667,875,3223.056667,875,2298.394,875,1719.746,875,1789.018333,875,1788.804333,875,2292.899,875,848.2303333,875,813.612,875,906.5243333,875,918.0706667,875,549.9846667,875,797.157,875,883.5033333,875,918.4576667,875,637.5276667,,,,,,,2100,13241.32567,2100,5270.529,2100,5918.539667,2100,3646.168667,2100,9575.421,2100,2753.661,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,,875,
,288,18662.89467,288,2527.760667,288,16824.82,288,1260.149,288,28360.033,288,1116.734,900,2858.4465,900,2959.552333,900,3115.505667,900,2294.659,900,1687.373,900,1747.754333,900,1783.021333,900,2299.173,900,849.2253333,900,817.2185,900,920.2113333,900,925.2556667,900,553.865,900,789.271,900,881.4386667,900,928.4693333,900,640.3753333,,,,,,,2160,13197.12167,2160,5324.598333,2160,5897.424667,2160,3655.685667,2160,9581.958333,2160,2809.372,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,,900,
,296,18547.20067,296,2597.274333,296,16685.053,296,1288.781,296,28248.309,296,1125.616,925,2768.5365,925,2876.328,925,3001.007667,925,2312.9735,925,1667.520667,925,1727.021,925,1782.531333,925,2296.712,925,868.974,925,829.006,925,928.102,925,924.9663333,925,567.2386667,925,803.128,925,890.241,925,938.011,925,652.6963333,,,,,,,2220,13183.912,2220,5363.476333,2220,5867.018,2220,3702.102667,2220,9575.214,2220,2814.678333,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,,925,
,304,18349.04233,304,2631.264333,304,16546.336,304,1260.885,304,28327.607,304,1136.43,950,2678.657,950,2766.219667,950,2918.736667,950,2297.0825,950,1639.835333,950,1717.632,950,1738.791,950,2281.274,950,875.0203333,950,827.45,950,934.883,950,937.9516667,950,573.9033333,950,803.244,950,898.935,950,936.696,950,652.883,,,,,,,,,,,,,,,,,,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,,950,
,312,18200.66067,312,2679.131667,312,16407.373,312,1276.014,312,28210.016,312,1156.202,975,2573.454,975,2686.351333,975,2819.212333,975,2295.117,975,1618.612333,975,1682.909,975,1736.977333,975,2300.7155,975,896.4546667,975,819.9135,975,933.427,975,941.1046667,975,580.3266667,975,807.732,975,903.1246667,975,944.5816667,975,658.0643333,,,,,,,,,,,,,,,,,,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,,975,
,320,18111.76033,320,2751.244,320,16301.454,320,1291.917,320,28213.066,320,1166.299,1000,2505.263,1000,2600.026667,1000,2728.383667,1000,2299.1185,1000,1607.940667,1000,1653.917667,1000,1697.985667,1000,2289.7945,1000,903.6116667,1000,825.4855,1000,944.3936667,1000,945.0453333,1000,590.7403333,1000,813.834,1000,904.916,1000,938.737,1000,665.792,,,,,,,,,,,,,,,,,,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,
,328,17915.883,328,2755.319333,328,16221.943,328,1302.592,328,28338.594,328,1181.351,1025,2416.3785,1025,2513.981,1025,2651.346667,1025,2304.1565,1025,1595.666333,1025,1649.144333,1025,1676.676333,1025,2287.406,1025,920.4503333,1025,843.3875,1025,941.5636667,1025,950.384,1025,600.2206667,1025,818.7806667,1025,911.3216667,1025,945.86,1025,669.676,,,,,,,,,,,,,,,,,,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,,1025,
,336,17801.379,336,2823.994333,336,16064.48,336,1306.861,336,28151.445,336,1180.465,1050,2347.648,1050,2457.112667,1050,2569.528333,1050,2300.4365,1050,1567.716667,1050,1620.869333,1050,1664.290333,1050,2275.3785,1050,931.388,1050,834.183,1050,951.197,1050,945.1816667,1050,606.2226667,1050,817.1863333,1050,917.3053333,1050,947.5533333,1050,680.1493333,,,,,,,,,,,,,,,,,,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,,1050,
,344,17621.983,344,2844.148333,344,16037.551,344,1328.94,344,28242.064,344,1186.176,1075,2270.948,1075,2376.969333,1075,2482.722333,1075,2289.4695,1075,1562.950667,1075,1605.263333,1075,1658.048333,1075,2263.7965,1075,944.994,1075,841.716,1075,941.7643333,1075,954.199,1075,617.3243333,1075,824.3523333,1075,915.9243333,1075,972.4223333,1075,689.2956667,,,,,,,,,,,,,,,,,,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,,1075,
,352,17442.00567,352,2941.046667,352,15872.604,352,1329.372,352,28181.869,352,1189.182,1100,2211.683,1100,2306.709333,1100,2422.971667,1100,2282.5835,1100,1543.366667,1100,1587.606333,1100,1616.951,1100,2272.8925,1100,951.894,1100,846.242,1100,963.2293333,1100,948.107,1100,623.5886667,1100,822.592,1100,933.6003333,1100,966.99,1100,696.8063333,,,,,,,,,,,,,,,,,,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,,1100,
,360,17362.24,360,2962.971667,360,15667.333,360,1329.017,360,28248.305,360,1179.009,1125,2156.836,1125,2244.598667,1125,2370.218333,1125,2288.2495,1125,1526.155667,1125,1576.727667,1125,1600.023333,1125,2276.793,1125,966.194,1125,843.9985,1125,955.302,1125,966.8116667,1125,629.3,1125,823.0713333,1125,927.8353333,1125,961.203,1125,704.03,,,,,,,,,,,,,,,,,,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,,1125,
,368,17200.39533,368,2998.961667,368,15574.332,368,1318.301,368,28271.996,368,1201.183,1150,2080.476,1150,2197.654333,1150,2283.958333,1150,2266.7375,1150,1509.531,1150,1554.794667,1150,1601.145333,1150,2288.105,1150,976.1576667,1150,846.9355,1150,961.2883333,1150,955.35,1150,638.505,1150,828.2476667,1150,930.304,1150,976.3623333,1150,708.7033333,,,,,,,,,,,,,,,,,,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,,1150,
,376,17060.232,376,3044.841333,376,15456.543,376,1340.253,376,28282.977,376,1229.097,1175,2038.101,1175,2138.811333,1175,2236.238,1175,2290.7555,1175,1495.701667,1175,1550.632667,1175,1572.519667,1175,2274.6085,1175,998.084,1175,844.591,1175,966.242,1175,975.678,1175,651.8876667,1175,825.452,1175,932.559,1175,972.4743333,1175,711.95,,,,,,,,,,,,,,,,,,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,,1175,
,384,16993.82233,384,3087.457667,384,15398.91,384,1339.703,384,28189.225,384,1211.587,1200,1989.6,1200,2090.184,1200,2177.612,1200,2278.805,1200,1485.940667,1200,1523.059333,1200,1563.040667,1200,2265.9015,1200,1004.034667,1200,853.2155,1200,969.9506667,1200,972.7593333,1200,658.917,1200,828.8946667,1200,930.436,1200,976.2106667,1200,717.277,,,,,,,,,,,,,,,,,,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,,1200,
,392,16801.92967,392,3130.007333,392,15230.542,392,1347.633,392,28143.334,392,1247.777,1225,1946.638,1225,2052.040333,1225,2138.078333,1225,2288.849,1225,1477.498,1225,1520.691667,1225,1560.841333,1225,2271.7835,1225,1022.462,1225,858.355,1225,963.8186667,1225,972.3443333,1225,672.7086667,1225,827.724,1225,952.6686667,1225,972.7436667,1225,725.024,,,,,,,,,,,,,,,,,,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,,1225,
,400,16618.99433,400,3179.019667,400,15098.761,400,1352.215,400,28168.346,400,1245.911,1250,1897.271,1250,2000.228667,1250,2076.037333,1250,2275.1145,1250,1479.868667,1250,1501.974667,1250,1545.997667,1250,2271.045,1250,1037.500667,1250,847.9675,1250,967.4376667,1250,984.5746667,1250,672.0273333,1250,855.0376667,1250,940.6536667,1250,980.834,1250,728.2863333,,,,,,,,,,,,,,,,,,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,,1250,
,408,16495.54033,408,3236.284333,408,15088.608,408,1346.541,408,28238.254,408,1246.49,1275,1866.715,1275,1974.191667,1275,2043.310667,1275,2275.2425,1275,1462.973333,1275,1506.347,1275,1491.891667,1275,2263.227,1275,1047.573667,1275,861.567,1275,969.067,1275,983.8636667,1275,680.6833333,1275,836.231,1275,935.3463333,1275,987.7443333,1275,740.086,,,,,,,,,,,,,,,,,,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,,1275,
,416,16357.39633,416,3245.002333,416,14945.478,416,1359.282,416,28119.654,416,1277.587,1300,1816.515,1300,1925.207333,1300,2003.578667,1300,2253.418,1300,1455.308,1300,1481.928333,1300,1523.424333,1300,2267.0795,1300,1058.384333,1300,852.6635,1300,980.404,1300,987.8596667,1300,692.7813333,1300,840.1896667,1300,947.8903333,1300,998.9093333,1300,747.7276667,,,,,,,,,,,,,,,,,,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,,1300,
,424,16268.25633,424,3300.196,424,14762.264,424,1387.115,424,28129.779,424,1278.622,1325,1800.1285,1325,1915.012333,1325,1978.831,1325,2279.704,1325,1443.453667,1325,1484.843333,1325,1507.702333,1325,2279.86,1325,1075.912333,1325,859.0055,1325,981.354,1325,974.996,1325,700.2593333,1325,837.7613333,1325,950.031,1325,983.927,1325,752.0946667,,,,,,,,,,,,,,,,,,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,,1325,
,432,16133.30633,432,3316.542333,432,14736.801,432,1368.172,432,28172.166,432,1295.943,1350,1767.3025,1350,1869.524667,1350,1924.238,1350,2273.857,1350,1444.121667,1350,1471.465,1350,1515.255667,1350,2270.051,1350,1091.709667,1350,865.4525,1350,973.5516667,1350,984.4516667,1350,714.5603333,1350,842.7806667,1350,947.2526667,1350,1002.009,1350,764.291,,,,,,,,,,,,,,,,,,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,,1350,
,440,15981.239,440,3382.953667,440,14610.674,440,1393.264,440,28134.654,440,1315.088,1375,1748.5145,1375,1855.797,1375,1886.436,1375,2264.6635,1375,1427.788,1375,1468.792667,1375,1498.134667,1375,2264.7775,1375,1100.639667,1375,865.667,1375,983.9243333,1375,996.073,1375,717.738,1375,841.2646667,1375,957.8953333,1375,996.574,1375,771.48,,,,,,,,,,,,,,,,,,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,,1375,
,448,15912.11433,448,3432.965333,448,14572.904,448,1390.959,448,28057.844,448,1298.846,1400,1726.3625,1400,1828.680333,1400,1875.115667,1400,2279.597,1400,1421.634667,1400,1461.995333,1400,1488.973667,1400,2248.235,1400,1118.999667,1400,861.3185,1400,979.4863333,1400,994.821,1400,730.5856667,1400,843.693,1400,945.8896667,1400,997.3903333,1400,772.0953333,,,,,,,,,,,,,,,,,,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,,1400,
,456,15743.62767,456,3464.661667,456,14431.11,456,1405.939,456,28190.268,456,1312.942,1425,1695.1865,1425,1800.098333,1425,1860.21,1425,2278.663,1425,1433.062667,1425,1445.908333,1425,1493.354667,1425,2253.6755,1425,1130.729,1425,859.4385,1425,976.8353333,1425,996.796,1425,739.9373333,1425,853.6483333,1425,948.172,1425,1000.842,1425,776.2866667,,,,,,,,,,,,,,,,,,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,,1425,
,464,15645.20267,464,3520.300667,464,14337.622,464,1408.136,464,28080.029,464,1316.969,1450,1672.23,1450,1781.583667,1450,1829.705667,1450,2273.338,1450,1424.216,1450,1457.709667,1450,1490.094333,1450,2261.8115,1450,1141.599,1450,861.6005,1450,987.817,1450,994.75,1450,744.718,1450,849.288,1450,969.305,1450,1002.781,1450,793.58,,,,,,,,,,,,,,,,,,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,,1450,
,472,15495.713,472,3552.46,472,14231.398,472,1392.254,472,27998.131,472,1333.629,1475,1668.3825,1475,1768.454667,1475,1807.144,1475,2275.263,1475,1420.705,1475,1436.076,1475,1482.456667,1475,2254.928,1475,1165.674,1475,869.1695,1475,988.2806667,1475,1001.003667,1475,761.1506667,1475,845.8256667,1475,963.629,1475,997.7666667,1475,798.1336667,,,,,,,,,,,,,,,,,,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,,1475,
,480,15366.076,480,3570.074,480,14094.079,480,1400.74,480,28116.117,480,1335.72,1500,1646.5365,1500,1754.124667,1500,1796.865,1500,2262.218,1500,1407.079,1500,1445.101333,1500,1436.007333,1500,2254.7015,1500,1168.392,1500,864.7535,1500,986.8686667,1500,1004.172333,1500,766.1816667,1500,848.5966667,1500,969.4526667,1500,963.9453333,1500,802.4453333,,,,,,,,,,,,,,,,,,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,,1500,
,488,15219.393,488,3622.99,488,13963.743,488,1420.031,488,28023.1,488,1371.215,1525,1647.0925,1525,1742.144,1525,1773.747,1525,2260.5825,1525,1408.856,1525,1426.942,1525,1465.718,1525,2264.593,1525,1177.479333,1525,872.5125,1525,980.8663333,1525,993.3756667,1525,768.6216667,1525,839.5106667,1525,953.025,1525,999.6333333,1525,809.2146667,,,,,,,,,,,,,,,,,,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,,1525,
,496,15143.00967,496,3688.409,496,13812.478,496,1418.837,496,28029.648,496,1369.206,1550,1634.7205,1550,1739.246333,1550,1754.416,1550,2266.63,1550,1409.104,1550,1435.88,1550,1471.459333,1550,2258.7505,1550,1202.857333,1550,870.0525,1550,1006.218667,1550,1000.385,1550,789.9576667,1550,848.182,1550,965.5616667,1550,1012.347667,1550,820.873,,,,,,,,,,,,,,,,,,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,,1550,
,504,15017.61567,504,3690.337667,504,13769.894,504,1416.876,504,28059.217,504,1380.601,1575,1619.0625,1575,1722.873,1575,1748.930667,1575,2268.656,1575,1394.097,1575,1437.404,1575,1460.999667,1575,2257.3895,1575,1224.631667,1575,860.1025,1575,991.6493333,1575,1003.156,1575,795.5836667,1575,847.8356667,1575,956.091,1575,1006.516,1575,828.8163333,,,,,,,,,,,,,,,,,,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,,1575,
