experiment date,,140521,,140521,,140521,,140521,,140522,,140522,,140522
page ref,,76,,76,,76,,76,,77,,77,,77
wavelength,,315,,315,,315,,315,,315,,340,,315-340
file name,,140521 kinetics,,140521 kinetics,,140521 kinetics,,140521 kinetics,,140522 buffer kinetics,,140522 buffer kinetics,,140522 buffer kinetics
variable name,,uvkbufferpshort,,uvkaminep,,uvkinsulinplate,,uvkinsulinp,,uvkbufferp315,,uvkbufferp340,,uvkbufferpcomb
figure name,,fig:uvkbufferpshort,,fig:uvkaminep,,fig:uvkinsulinplate,,fig:uvkinsulinp,,fig:uvkbufferp315,,fig:uvkbufferp340,,fig:uvkbufferpcomb
interval time,,0.4,,0.4,,0.4,,0.4,,8,,8,,8
reactant,,buffer,,amine,,insulin,,insulin,,buffer,,buffer,,buffer
iad,,\gls{pdmia},,\gls{pdmia},,\gls{pdmia},,\gls{pdmia},,\gls{pdmia},,\gls{pdmia},,\gls{pdmia}
iad conc.,,0.000319914,,0.000319914,,0.000319914,,0.000319914,,0.00025763,,0.00025763,,0.00025763
solvent,,5 mM \ce{HCO3-}(aq),,5 mM \ce{HCO3-}(aq),,5 mM \ce{HCO3-}(aq),,5 mM \ce{HCO3-}(aq),,5 mM \ce{HCO3-}(aq),,5 mM \ce{HCO3-}(aq),,5 mM \ce{HCO3-}(aq)
k regression value,,0.002353635,,,,0.002449614,,0.003489425,,0.000634543,,0.000569475,,0.000580896
reliability feeling,,decent,,,,decent,,poor,,okay,,"okay, similar to 315",,"okay, similar to 315 and 340"
minimum,,1.05,,0.65,,1.1,,1.1,,0.7,,0.2,,0
half life,,294.500652,,#DIV/0!,,282.9617936,,198.6422579,,1092.356176,,1217.168431,,1193.237984
notes,time(s),buffer adding pdmia,time(s),buffer adding pdmia adding amine,time(s),insulin adding pdmia,time(s),insulin adding pdmia again,Time (s),bicarb adding PDMIA-002 - RawDataWl1,Time (s),bicarb adding pdmia RawDataWl2 ...,Time (s),Manipulated ...
,22.4,1.1455,22.4,0.7399,22.4,1.2047,22.4,1.2229,448,0.8138,448,0.3852,448,0.4286
,22.8,1.146,22.8,0.7405,22.8,1.2045,22.8,1.2229,456,0.8135,456,0.3868,456,0.4266
,23.2,1.1455,23.2,0.741,23.2,1.205,23.2,1.2215,464,0.8125,464,0.3883,464,0.4242
,23.6,1.1459,23.6,0.7416,23.6,1.2048,23.6,1.2212,472,0.8125,472,0.3898,472,0.4228
,24,1.1463,24,0.742,24,1.2041,24,1.2216,480,0.8124,480,0.3909,480,0.4215
,24.4,1.1454,24.4,0.7427,24.4,1.205,24.4,1.2212,488,0.8123,488,0.3928,488,0.4195
,24.8,1.1451,24.8,0.7433,24.8,1.205,24.8,1.2208,496,0.8116,496,0.3941,496,0.4176
,25.2,1.1453,25.2,0.7439,25.2,1.2043,25.2,1.2206,504,0.8114,504,0.3953,504,0.416
,25.6,1.1455,25.6,0.7446,25.6,1.2039,25.6,1.221,512,0.8108,512,0.3969,512,0.4139
,26,1.1447,26,0.7449,26,1.2038,26,1.2207,520,0.8106,520,0.3984,520,0.4121
,26.4,1.145,26.4,0.7453,26.4,1.204,26.4,1.2199,528,0.8101,528,0.3996,528,0.4105
,26.8,1.1447,26.8,0.7459,26.8,1.204,26.8,1.2198,536,0.8096,536,0.4007,536,0.4088
,27.2,1.1452,27.2,0.7467,27.2,1.204,27.2,1.2199,544,0.809,544,0.4024,544,0.4066
,27.6,1.1448,27.6,0.747,27.6,1.2041,27.6,1.2196,552,0.8089,552,0.4034,552,0.4054
,28,1.1444,28,0.7477,28,1.2037,28,1.2202,560,0.8081,560,0.4051,560,0.403
,28.4,1.1445,28.4,0.7483,28.4,1.2042,28.4,1.2189,568,0.8085,568,0.4063,568,0.4022
,28.8,1.1446,28.8,0.7485,28.8,1.2036,28.8,1.2192,576,0.8079,576,0.4075,576,0.4005
,29.2,1.1452,29.2,0.7491,29.2,1.2034,29.2,1.2192,584,0.8077,584,0.4087,584,0.399
,29.6,1.1446,29.6,0.7498,29.6,1.2033,29.6,1.2184,592,0.8069,592,0.41,592,0.3969
,30,1.1444,30,0.7504,30,1.2037,30,1.2189,600,0.807,600,0.4113,600,0.3957
,30.4,1.1436,30.4,0.7507,30.4,1.2029,30.4,1.2189,608,0.8066,608,0.4126,608,0.394
,30.8,1.1441,30.8,0.751,30.8,1.2035,30.8,1.2184,616,0.8065,616,0.4137,616,0.3928
,31.2,1.1444,31.2,0.7518,31.2,1.2036,31.2,1.2178,624,0.8057,624,0.4151,624,0.3906
,31.6,1.1447,31.6,0.7522,31.6,1.2032,31.6,1.2187,632,0.8064,632,0.4162,632,0.3902
,32,1.1438,32,0.7529,32,1.2031,32,1.2175,640,0.8054,640,0.4175,640,0.3879
,32.4,1.1439,32.4,0.753,32.4,1.2029,32.4,1.2176,648,0.8052,648,0.4188,648,0.3865
,32.8,1.1438,32.8,0.7538,32.8,1.202,32.8,1.2173,656,0.8048,656,0.4197,656,0.3851
,33.2,1.1437,33.2,0.7544,33.2,1.2021,33.2,1.2173,664,0.8047,664,0.421,664,0.3837
,33.6,1.1428,33.6,0.7547,33.6,1.2018,33.6,1.2173,672,0.8041,672,0.422,672,0.3821
,34,1.1432,34,0.7552,34,1.2033,34,1.2164,680,0.804,680,0.4236,680,0.3805
,34.4,1.1437,34.4,0.7555,34.4,1.2022,34.4,1.2165,688,0.8035,688,0.4243,688,0.3791
,34.8,1.1426,34.8,0.7558,34.8,1.2014,34.8,1.217,696,0.8036,696,0.4258,696,0.3779
,35.2,1.1431,35.2,0.7567,35.2,1.2014,35.2,1.2161,704,0.8022,704,0.4266,704,0.3756
,35.6,1.143,35.6,0.7569,35.6,1.2016,35.6,1.2171,712,0.8027,712,0.4276,712,0.3752
,36,1.1433,36,0.7577,36,1.2023,36,1.2164,720,0.8027,720,0.4286,720,0.3741
,36.4,1.1428,36.4,0.7581,36.4,1.2016,36.4,1.2157,728,0.8017,728,0.43,728,0.3717
,36.8,1.1433,36.8,0.7581,36.8,1.2017,36.8,1.2164,736,0.8018,736,0.431,736,0.3708
,37.2,1.1429,37.2,0.759,37.2,1.2021,37.2,1.2158,744,0.8013,744,0.4321,744,0.3691
,37.6,1.1435,37.6,0.7593,37.6,1.202,37.6,1.216,752,0.8014,752,0.4331,752,0.3683
,38,1.1429,38,0.7598,38,1.202,38,1.215,760,0.8011,760,0.4342,760,0.3669
,38.4,1.1425,38.4,0.7603,38.4,1.2017,38.4,1.2154,768,0.8005,768,0.4351,768,0.3654
,38.8,1.1433,38.8,0.7608,38.8,1.2013,38.8,1.2144,776,0.8006,776,0.4363,776,0.3642
,39.2,1.1427,39.2,0.7611,39.2,1.2009,39.2,1.2151,784,0.8004,784,0.437,784,0.3634
,39.6,1.1427,39.6,0.7616,39.6,1.202,39.6,1.2143,792,0.8001,792,0.4385,792,0.3616
,40,1.1421,40,0.7619,40,1.2012,40,1.2149,800,0.7994,800,0.4393,800,0.3601
,40.4,1.1422,40.4,0.7623,40.4,1.2005,40.4,1.2148,808,0.7999,808,0.4406,808,0.3593
,40.8,1.1421,40.8,0.7625,40.8,1.2013,40.8,1.2146,816,0.7991,816,0.4415,816,0.3577
,41.2,1.1414,41.2,0.7629,41.2,1.2006,41.2,1.2142,824,0.7991,824,0.4422,824,0.3569
,41.6,1.142,41.6,0.7635,41.6,1.2002,41.6,1.2139,832,0.7986,832,0.4433,832,0.3553
,42,1.1412,42,0.7639,42,1.2004,42,1.2138,840,0.7981,840,0.4443,840,0.3538
,42.4,1.1419,42.4,0.7643,42.4,1.2014,42.4,1.2141,848,0.7986,848,0.4455,848,0.3531
,42.8,1.1411,42.8,0.7646,42.8,1.1993,42.8,1.2139,856,0.798,856,0.4465,856,0.3515
,43.2,1.1418,43.2,0.7652,43.2,1.2002,43.2,1.2129,864,0.7982,864,0.4472,864,0.351
,43.6,1.1417,43.6,0.7655,43.6,1.2005,43.6,1.2133,872,0.7977,872,0.4484,872,0.3493
,44,1.1418,44,0.7657,44,1.2007,44,1.2128,880,0.7975,880,0.4494,880,0.3481
,44.4,1.142,44.4,0.7663,44.4,1.2005,44.4,1.2131,888,0.7972,888,0.4501,888,0.3471
,44.8,1.1413,44.8,0.7666,44.8,1.2002,44.8,1.2133,896,0.7969,896,0.451,896,0.3459
,45.2,1.1417,45.2,0.767,45.2,1.1992,45.2,1.213,904,0.7965,904,0.4519,904,0.3446
,45.6,1.1414,45.6,0.7676,45.6,1.2011,45.6,1.2128,912,0.7966,912,0.4527,912,0.3439
,46,1.1414,46,0.7677,46,1.1998,46,1.2126,920,0.7962,920,0.4538,920,0.3423
,46.4,1.1412,46.4,0.7683,46.4,1.1998,46.4,1.2126,928,0.7962,928,0.4547,928,0.3416
,46.8,1.1412,46.8,0.7685,46.8,1.1994,46.8,1.2123,936,0.7956,936,0.4559,936,0.3397
,47.2,1.1415,47.2,0.7689,47.2,1.1991,47.2,1.2129,944,0.7956,944,0.4564,944,0.3392
,47.6,1.1403,47.6,0.769,47.6,1.1998,47.6,1.2118,952,0.7956,952,0.4574,952,0.3382
,48,1.1405,48,0.7696,48,1.1989,48,1.2115,960,0.7948,960,0.4583,960,0.3365
,48.4,1.1403,48.4,0.7703,48.4,1.1994,48.4,1.2122,968,0.795,968,0.4595,968,0.3355
,48.8,1.1403,48.8,0.7704,48.8,1.1993,48.8,1.2117,976,0.7944,976,0.4598,976,0.3346
,49.2,1.1408,49.2,0.7706,49.2,1.1991,49.2,1.2115,984,0.7944,984,0.461,984,0.3335
,49.6,1.1407,49.6,0.7709,49.6,1.1998,49.6,1.2113,992,0.7939,992,0.4622,992,0.3317
,50,1.1407,50,0.7714,50,1.1991,50,1.2112,1000,0.7939,1000,0.4631,1000,0.3308
,50.4,1.1406,50.4,0.7717,50.4,1.1985,50.4,1.211,1008,0.7938,1008,0.4635,1008,0.3303
,50.8,1.1407,50.8,0.772,50.8,1.1978,50.8,1.2112,1016,0.7932,1016,0.4649,1016,0.3283
,51.2,1.1401,51.2,0.7725,51.2,1.1991,51.2,1.2104,1024,0.7932,1024,0.4652,1024,0.328
,51.6,1.14,51.6,0.7724,51.6,1.1989,51.6,1.2104,1032,0.7931,1032,0.4662,1032,0.3269
,52,1.1404,52,0.7733,52,1.1987,52,1.2107,1040,0.7928,1040,0.4672,1040,0.3256
,52.4,1.141,52.4,0.7731,52.4,1.1979,52.4,1.2108,1048,0.7923,1048,0.4681,1048,0.3243
,52.8,1.14,52.8,0.7736,52.8,1.1985,52.8,1.2104,1056,0.7919,1056,0.4692,1056,0.3227
,53.2,1.14,53.2,0.7738,53.2,1.1985,53.2,1.209,1064,0.792,1064,0.4695,1064,0.3225
,53.6,1.1401,53.6,0.774,53.6,1.1993,53.6,1.2097,1072,0.792,1072,0.4701,1072,0.3219
,54,1.14,54,0.7744,54,1.1982,54,1.2096,1080,0.7917,1080,0.4712,1080,0.3205
,54.4,1.1402,54.4,0.7745,54.4,1.1977,54.4,1.2092,1088,0.7913,1088,0.4722,1088,0.3191
,54.8,1.1399,54.8,0.7753,54.8,1.1982,54.8,1.2097,1096,0.7916,1096,0.473,1096,0.3186
,55.2,1.1397,55.2,0.7752,55.2,1.198,55.2,1.2094,1104,0.7909,1104,0.4742,1104,0.3167
,55.6,1.1399,55.6,0.7758,55.6,1.1987,55.6,1.2092,1112,0.7908,1112,0.4743,1112,0.3165
,56,1.1398,56,0.7758,56,1.1985,56,1.2088,1120,0.7912,1120,0.4756,1120,0.3156
,56.4,1.1388,56.4,0.7764,56.4,1.1974,56.4,1.2083,1128,0.7904,1128,0.4762,1128,0.3141
,56.8,1.1392,56.8,0.7764,56.8,1.1986,56.8,1.2083,1136,0.7902,1136,0.4767,1136,0.3135
,57.2,1.1395,57.2,0.7767,57.2,1.1973,57.2,1.2088,1144,0.7901,1144,0.4777,1144,0.3123
,57.6,1.1397,57.6,0.7768,57.6,1.1973,57.6,1.2081,1152,0.7898,1152,0.4786,1152,0.3112
,58,1.1394,58,0.7772,58,1.1973,58,1.2081,1160,0.7895,1160,0.479,1160,0.3105
,58.4,1.1388,58.4,0.7776,58.4,1.1976,58.4,1.2079,1168,0.7896,1168,0.4804,1168,0.3091
,58.8,1.1388,58.8,0.7775,58.8,1.1967,58.8,1.2076,1176,0.7891,1176,0.4807,1176,0.3083
,59.2,1.139,59.2,0.7781,59.2,1.1975,59.2,1.2077,1184,0.7886,1184,0.4815,1184,0.3071
,59.6,1.1382,59.6,0.7785,59.6,1.1975,59.6,1.2073,1192,0.7888,1192,0.482,1192,0.3068
,60,1.139,60,0.7786,60,1.1969,60,1.2071,1200,0.7888,1200,0.4828,1200,0.306
,60.4,1.1389,60.4,0.7784,60.4,1.1971,60.4,1.2073,1208,0.7883,1208,0.4837,1208,0.3046
,60.8,1.139,60.8,0.7793,60.8,1.1969,60.8,1.2065,1216,0.7885,1216,0.4843,1216,0.3043
,61.2,1.1388,61.2,0.7792,61.2,1.1973,61.2,1.2076,1224,0.7883,1224,0.4855,1224,0.3028
,61.6,1.1385,61.6,0.7794,61.6,1.1973,61.6,1.2071,1232,0.7879,1232,0.4857,1232,0.3022
,62,1.1384,62,0.7796,62,1.1973,62,1.2064,1240,0.7879,1240,0.4866,1240,0.3012
,62.4,1.1381,62.4,0.78,62.4,1.1969,62.4,1.2069,1248,0.7876,1248,0.4869,1248,0.3006
,62.8,1.1391,62.8,0.7802,62.8,1.1971,62.8,1.2063,1256,0.7876,1256,0.4878,1256,0.2997
,63.2,1.139,63.2,0.7804,63.2,1.1961,63.2,1.2065,1264,0.7873,1264,0.4883,1264,0.299
,63.6,1.1384,63.6,0.7807,63.6,1.1959,63.6,1.2068,1272,0.7867,1272,0.4894,1272,0.2973
,64,1.1383,64,0.7809,64,1.1956,64,1.2066,1280,0.7864,1280,0.4897,1280,0.2967
,64.4,1.1379,64.4,0.781,64.4,1.1958,64.4,1.206,1288,0.7866,1288,0.4906,1288,0.2961
,64.8,1.1387,64.8,0.7812,64.8,1.1959,64.8,1.2052,1296,0.7865,1296,0.4915,1296,0.295
,65.2,1.1383,65.2,0.7814,65.2,1.1963,65.2,1.2059,1304,0.7861,1304,0.4921,1304,0.294
,65.6,1.1377,65.6,0.7818,65.6,1.197,65.6,1.2067,1312,0.7864,1312,0.4925,1312,0.2938
,66,1.1381,66,0.7818,66,1.1967,66,1.2057,1320,0.7864,1320,0.4933,1320,0.2932
,66.4,1.1375,66.4,0.7819,66.4,1.1967,66.4,1.2058,1328,0.7859,1328,0.4943,1328,0.2916
,66.8,1.1377,66.8,0.7821,66.8,1.1959,66.8,1.2051,1336,0.7859,1336,0.4947,1336,0.2913
,67.2,1.1382,67.2,0.7824,67.2,1.1962,67.2,1.2062,1344,0.785,1344,0.4959,1344,0.2891
,67.6,1.1382,67.6,0.7824,67.6,1.1958,67.6,1.2047,1352,0.7853,1352,0.4961,1352,0.2892
,68,1.1382,68,0.7829,68,1.1955,68,1.2053,1360,0.7853,1360,0.4967,1360,0.2886
,68.4,1.1371,68.4,0.7831,68.4,1.1949,68.4,1.2052,1368,0.7851,1368,0.4974,1368,0.2876
,68.8,1.1372,68.8,0.7834,68.8,1.1951,68.8,1.2047,1376,0.7849,1376,0.498,1376,0.2869
,69.2,1.1376,69.2,0.7836,69.2,1.1951,69.2,1.2048,1384,0.785,1384,0.4986,1384,0.2865
,69.6,1.1371,69.6,0.7837,69.6,1.1953,69.6,1.2047,1392,0.7847,1392,0.4991,1392,0.2856
,70,1.1372,70,0.7838,70,1.1957,70,1.2051,1400,0.7851,1400,0.5002,1400,0.2849
,70.4,1.1369,70.4,0.7842,70.4,1.1954,70.4,1.2052,1408,0.7845,1408,0.5007,1408,0.2838
,70.8,1.1366,70.8,0.7839,70.8,1.1954,70.8,1.2043,1416,0.7845,1416,0.501,1416,0.2836
,71.2,1.1367,71.2,0.7841,71.2,1.1955,71.2,1.2044,1424,0.7838,1424,0.5018,1424,0.282
,71.6,1.1367,71.6,0.7849,71.6,1.195,71.6,1.2044,1432,0.784,1432,0.5025,1432,0.2815
,72,1.1365,72,0.7852,72,1.1956,72,1.2044,1440,0.7836,1440,0.5032,1440,0.2804
,72.4,1.1363,72.4,0.7853,72.4,1.1947,72.4,1.2039,1448,0.7837,1448,0.5038,1448,0.2799
,72.8,1.1367,72.8,0.7853,72.8,1.1946,72.8,1.2042,1456,0.7834,1456,0.5043,1456,0.2791
,73.2,1.1368,73.2,0.7853,73.2,1.1944,73.2,1.204,1464,0.7835,1464,0.5047,1464,0.2788
,73.6,1.1367,73.6,0.7854,73.6,1.1938,73.6,1.2043,1472,0.7834,1472,0.5058,1472,0.2776
,74,1.1362,74,0.7858,74,1.1944,74,1.2041,1480,0.7836,1480,0.5062,1480,0.2774
,74.4,1.1359,74.4,0.7858,74.4,1.1936,74.4,1.2036,1488,0.783,1488,0.5067,1488,0.2762
,74.8,1.1368,74.8,0.7861,74.8,1.1945,74.8,1.2025,1496,0.7827,1496,0.5074,1496,0.2753
,75.2,1.1361,75.2,0.7863,75.2,1.1946,75.2,1.203,1504,0.7827,1504,0.5079,1504,0.2748
,75.6,1.1373,75.6,0.7863,75.6,1.194,75.6,1.2026,1512,0.7828,1512,0.5084,1512,0.2744
,76,1.136,76,0.7867,76,1.194,76,1.2027,1520,0.7828,1520,0.5088,1520,0.274
,76.4,1.1361,76.4,0.7871,76.4,1.194,76.4,1.2032,1528,0.7828,1528,0.5096,1528,0.2732
,76.8,1.1365,76.8,0.787,76.8,1.1949,76.8,1.2033,1536,0.782,1536,0.5106,1536,0.2714
,77.2,1.1363,77.2,0.7869,77.2,1.1942,77.2,1.2027,1544,0.7818,1544,0.5105,1544,0.2713
,77.6,1.136,77.6,0.7874,77.6,1.1928,77.6,1.2029,1552,0.7818,1552,0.5113,1552,0.2705
,78,1.136,78,0.7875,78,1.1938,78,1.2017,1560,0.7817,1560,0.5119,1560,0.2698
,78.4,1.1359,78.4,0.7878,78.4,1.1934,78.4,1.2031,1568,0.7816,1568,0.5123,1568,0.2693
,78.8,1.1364,78.8,0.7878,78.8,1.193,78.8,1.2021,1576,0.7818,1576,0.5129,1576,0.269
,79.2,1.1357,79.2,0.7878,79.2,1.1933,79.2,1.2025,1584,0.7815,1584,0.5134,1584,0.2681
,79.6,1.1357,79.6,0.7883,79.6,1.1937,79.6,1.201,1592,0.7815,1592,0.5138,1592,0.2677
,80,1.1356,80,0.7887,80,1.1932,80,1.2021,1600,0.7811,1600,0.5145,1600,0.2666
,80.4,1.1355,80.4,0.7883,80.4,1.1942,80.4,1.2024,1608,0.7811,1608,0.5151,1608,0.266
,80.8,1.1354,80.8,0.7885,80.8,1.1934,80.8,1.2021,1616,0.7811,1616,0.5157,1616,0.2654
,81.2,1.1352,81.2,0.789,81.2,1.1938,81.2,1.2015,1624,0.781,1624,0.5159,1624,0.2651
,81.6,1.1358,81.6,0.7888,81.6,1.1938,81.6,1.2021,1632,0.7807,1632,0.5167,1632,0.264
,82,1.1356,82,0.7892,82,1.1931,82,1.2022,1640,0.7803,1640,0.517,1640,0.2633
,82.4,1.1357,82.4,0.7891,82.4,1.1935,82.4,1.2022,1648,0.7801,1648,0.5175,1648,0.2626
,82.8,1.135,82.8,0.7894,82.8,1.1927,82.8,1.2009,1656,0.7803,1656,0.5182,1656,0.2621
,83.2,1.1353,83.2,0.7894,83.2,1.192,83.2,1.2006,1664,0.7799,1664,0.5188,1664,0.2611
,83.6,1.1354,83.6,0.79,83.6,1.1926,83.6,1.202,1672,0.7798,1672,0.5193,1672,0.2605
,84,1.1356,84,0.7895,84,1.1935,84,1.2011,1680,0.7802,1680,0.5196,1680,0.2606
,84.4,1.1349,84.4,0.7899,84.4,1.1923,84.4,1.2005,1688,0.7802,1688,0.5201,1688,0.2601
,84.8,1.1351,84.8,0.7901,84.8,1.1924,84.8,1.2008,1696,0.7796,1696,0.5204,1696,0.2592
,85.2,1.135,85.2,0.7903,85.2,1.1932,85.2,1.2001,1704,0.7794,1704,0.5211,1704,0.2583
,85.6,1.1355,85.6,0.7905,85.6,1.1917,85.6,1.2005,1712,0.7795,1712,0.5217,1712,0.2578
,86,1.135,86,0.7901,86,1.1931,86,1.2009,1720,0.779,1720,0.5223,1720,0.2567
,86.4,1.1349,86.4,0.7904,86.4,1.1928,86.4,1.2002,1728,0.7792,1728,0.5227,1728,0.2566
,86.8,1.1348,86.8,0.791,86.8,1.192,86.8,1.2,1736,0.7789,1736,0.5227,1736,0.2562
,87.2,1.1354,87.2,0.7906,87.2,1.1921,87.2,1.1998,1744,0.7793,1744,0.5234,1744,0.2559
,87.6,1.1339,87.6,0.7907,87.6,1.1927,87.6,1.1996,1752,0.7791,1752,0.5246,1752,0.2545
,88,1.1344,88,0.7911,88,1.1927,88,1.1993,1760,0.7788,1760,0.5244,1760,0.2544
,88.4,1.1344,88.4,0.7914,88.4,1.1918,88.4,1.1994,1768,0.7785,1768,0.5249,1768,0.2536
,88.8,1.135,88.8,0.7912,88.8,1.1924,88.8,1.2003,1776,0.7786,1776,0.5258,1776,0.2528
,89.2,1.1342,89.2,0.7915,89.2,1.1929,89.2,1.1994,1784,0.7787,1784,0.5262,1784,0.2525
,89.6,1.1341,89.6,0.7915,89.6,1.1922,89.6,1.1991,1792,0.7786,1792,0.526,1792,0.2527
,90,1.1342,90,0.7917,90,1.1912,90,1.1989,1800,0.778,1800,0.5271,1800,0.2509
,90.4,1.1347,90.4,0.7916,90.4,1.1926,90.4,1.1992,1808,0.7782,1808,0.5272,1808,0.251
,90.8,1.1339,90.8,0.7921,90.8,1.1917,90.8,1.199,1816,0.7777,1816,0.5282,1816,0.2496
,91.2,1.1337,91.2,0.7919,91.2,1.1917,91.2,1.1985,1824,0.7781,1824,0.5282,1824,0.2499
,91.6,1.1342,91.6,0.7922,91.6,1.1915,91.6,1.1981,1832,0.778,1832,0.5288,1832,0.2492
,92,1.1338,92,0.792,92,1.1909,92,1.1981,1840,0.7775,1840,0.5291,1840,0.2485
,92.4,1.1342,92.4,0.792,92.4,1.1912,92.4,1.1989,1848,0.7776,1848,0.5296,1848,0.248
,92.8,1.1336,92.8,0.7925,92.8,1.1911,92.8,1.199,1856,0.7774,1856,0.5297,1856,0.2478
,93.2,1.1339,93.2,0.7928,93.2,1.1908,93.2,1.1983,1864,0.7769,1864,0.5304,1864,0.2465
,93.6,1.1336,93.6,0.7928,93.6,1.1899,93.6,1.1982,1872,0.7773,1872,0.5307,1872,0.2466
